date,on_stream_hours,choke_size_percentage,bottomhole_pressure_psi,bottomhole_temperature_f,wellhead_pressure_psi,wellhead_temperature_f,oil_volume_bbl,gas_volume_mscf,water_volume_bbl,water_cut_percentage,gor_mscf_bbl
2024-05-12,24.0,94.4,2077.3,179.5,774.0,126.8,3122.52,4215.7,999.53,24.25,1.3501
2024-05-13,24.0,95.79,2116.2,180.0,774.0,124.8,3303.33,4255.69,1063.34,24.35,1.2883
2024-05-14,24.0,98.65,2062.4,179.8,713.5,131.5,3349.8,4474.4,1084.34,24.45,1.3357
2024-05-15,24.0,96.56,2092.7,180.1,751.7,128.5,3285.64,4099.29,1069.53,24.56,1.2476
2024-05-16,24.0,97.4,2082.9,179.2,747.0,127.4,3259.64,4091.28,1067.02,24.66,1.2551
2024-05-17,24.0,96.42,2114.2,180.2,739.2,128.7,3291.87,4203.65,1083.61,24.77,1.277
2024-05-18,24.0,95.69,2097.8,180.5,774.3,128.8,3253.86,4254.46,1077.1,24.87,1.3075
2024-05-19,24.0,94.81,2114.7,179.9,774.0,125.9,3205.27,4256.78,1066.96,24.97,1.3281
2024-05-20,24.0,93.51,2120.0,180.3,806.2,125.1,3080.69,4090.73,1031.24,25.08,1.3279
2024-05-21,24.0,93.58,2130.4,180.2,791.0,127.7,3093.87,3807.02,1041.46,25.18,1.2305
2024-05-22,24.0,92.34,2115.3,179.7,804.1,127.8,3142.59,4127.37,1063.78,25.29,1.3134
2024-05-23,24.0,92.74,2142.5,179.5,824.5,125.0,3056.56,3858.91,1040.45,25.4,1.2625
2024-05-24,24.0,92.67,2084.1,179.5,777.3,123.1,3004.02,3292.65,1028.29,25.5,1.0961
2024-05-25,24.0,92.31,2128.5,180.1,828.6,123.9,3036.22,4615.72,1045.13,25.61,1.5202
2024-05-26,24.0,90.95,2112.4,180.0,844.2,125.2,3115.71,3945.29,1078.5,25.71,1.2663
2024-05-27,24.0,90.08,2123.8,180.6,850.1,121.5,2958.3,3754.02,1029.75,25.82,1.269
2024-05-28,24.0,91.21,2129.5,180.4,836.0,123.5,3045.34,3741.97,1065.97,25.93,1.2288
2024-05-29,24.0,91.97,2122.3,180.4,812.8,124.8,3010.44,3758.18,1059.65,26.04,1.2484
2024-05-30,24.0,90.5,2133.5,180.1,853.1,122.0,3042.77,3969.89,1077.02,26.14,1.3047
2024-05-31,24.0,90.65,2101.3,179.5,834.9,125.1,3031.74,4272.09,1079.12,26.25,1.4091
2024-06-01,24.0,91.78,2133.7,180.2,819.0,125.3,2943.87,3839.72,1053.7,26.36,1.3043
2024-06-02,24.0,89.27,2117.3,180.0,853.3,125.5,2965.05,3846.2,1067.22,26.47,1.2972
2024-06-03,24.0,90.09,2111.7,179.4,841.9,124.2,2873.68,4017.92,1040.11,26.58,1.3982
2024-06-04,24.0,89.09,2139.6,180.6,864.8,120.9,2906.05,3725.78,1057.71,26.68,1.2821
2024-06-05,24.0,89.95,2117.7,180.6,834.2,123.8,2963.8,3911.86,1084.76,26.79,1.3199
2024-06-06,24.0,88.8,2134.6,179.4,877.9,123.6,3032.46,3809.77,1116.09,26.9,1.2563
2024-06-07,24.0,86.1,2118.2,179.7,900.0,121.8,2851.0,4075.67,1055.16,27.01,1.4296
2024-06-08,24.0,83.65,2173.2,179.7,961.4,117.4,2708.24,3744.46,1007.92,27.12,1.3826
2024-06-09,24.0,83.73,2170.5,180.3,953.2,117.3,2733.16,3563.78,1022.88,27.23,1.3039
2024-06-10,24.0,84.12,2155.3,180.2,951.4,117.2,2812.27,3624.96,1058.36,27.34,1.289
2024-06-11,24.0,82.76,2141.6,180.0,962.0,120.3,2673.59,3514.0,1011.78,27.45,1.3143
2024-06-12,24.0,83.72,2160.7,180.1,966.9,119.5,2803.95,3661.11,1067.04,27.57,1.3057
2024-06-13,24.0,81.23,2182.1,179.4,1005.3,115.6,2632.09,3188.47,1007.22,27.68,1.2114
2024-06-14,24.0,81.13,2176.9,180.2,997.5,117.0,2605.94,3608.01,1002.78,27.79,1.3845
2024-06-15,24.0,79.31,2168.2,179.9,1014.4,115.3,2567.57,3335.84,993.52,27.9,1.2992
2024-06-16,24.0,78.33,2226.4,179.7,1072.4,113.4,2476.27,3549.65,963.53,28.01,1.4335
2024-06-17,24.0,78.4,2191.2,179.2,1043.0,114.9,2448.05,3280.06,957.86,28.12,1.3399
2024-06-18,24.0,77.11,2206.6,180.0,1070.5,114.3,2511.0,2876.53,987.97,28.24,1.1456
2024-06-19,24.0,76.54,2177.3,180.2,1064.6,116.5,2490.99,3061.89,985.55,28.35,1.2292
2024-06-20,24.0,78.05,2224.2,179.1,1062.9,113.6,2554.55,2985.8,1016.33,28.46,1.1688
2024-06-21,24.0,77.18,2199.0,180.0,1066.0,111.5,2506.92,3075.06,1002.94,28.57,1.2266
2024-06-22,24.0,78.43,2196.3,180.1,1067.2,113.3,2668.9,3214.88,1073.68,28.69,1.2046
2024-06-23,24.0,76.74,2224.1,179.7,1075.8,112.4,2501.37,3316.58,1011.89,28.8,1.3259
2024-06-24,24.0,77.53,2189.7,180.2,1049.7,113.6,2447.46,3161.07,995.59,28.92,1.2916
2024-06-25,24.0,79.7,2195.8,179.9,1043.0,114.2,2526.98,3437.63,1033.65,29.03,1.3604
2024-06-26,24.0,75.99,2179.0,180.1,1071.4,114.4,2462.69,3227.92,1012.96,29.14,1.3107
2024-06-27,24.0,74.79,2226.6,180.3,1111.9,110.7,2400.9,3105.35,993.03,29.26,1.2934
2024-06-28,24.0,75.66,2233.9,180.3,1117.5,113.0,2387.9,3437.69,993.14,29.37,1.4396
2024-06-29,24.0,75.35,2202.9,180.5,1082.0,115.7,2433.4,3226.18,1017.69,29.49,1.3258
2024-06-30,24.0,75.91,2222.8,180.2,1106.1,114.0,2450.13,3195.46,1030.38,29.6,1.3042
2024-07-01,24.0,75.0,2239.7,179.8,1120.2,113.2,2498.4,3128.48,1056.52,29.72,1.2522
2024-07-02,0.0,75.13,2206.2,179.7,1105.7,62.8,0.0,0.0,0.0,0.0,0.0
2024-07-03,24.0,74.9,2205.7,179.5,1108.7,114.3,2393.71,3258.95,1023.52,29.95,1.3615
2024-07-04,24.0,76.65,2182.1,180.1,1060.7,114.5,2547.02,3463.01,1095.11,30.07,1.3596
2024-07-05,24.0,77.03,2183.8,180.7,1072.8,113.5,2494.96,3532.9,1078.68,30.18,1.416
2024-07-06,24.0,77.54,2174.0,179.8,1044.7,114.2,2446.98,3291.49,1063.81,30.3,1.3451
2024-07-07,24.0,76.92,2176.6,180.2,1064.5,113.7,2435.79,3136.35,1064.81,30.42,1.2876
2024-07-08,24.0,76.19,2212.8,179.6,1101.2,112.7,2386.26,3206.71,1048.94,30.54,1.3438
2024-07-09,24.0,75.54,2187.0,180.1,1099.4,113.2,2426.65,3172.29,1072.61,30.65,1.3073
2024-07-10,24.0,76.13,2196.9,180.6,1079.2,113.8,2490.27,3407.86,1106.83,30.77,1.3685
2024-07-11,24.0,75.5,2197.5,180.3,1096.0,111.0,2496.66,3493.26,1115.81,30.89,1.3992
2024-07-12,24.0,75.94,2214.8,179.2,1090.0,115.6,2357.48,3062.63,1059.44,31.01,1.2991
2024-07-13,24.0,79.05,2158.8,180.3,1046.1,116.0,2571.27,3678.29,1161.91,31.12,1.4305
2024-07-14,24.0,80.36,2160.5,180.3,1010.9,115.9,2575.48,3587.55,1170.25,31.24,1.393
2024-07-15,24.0,79.87,2169.4,180.1,1015.1,116.2,2536.02,3335.4,1158.7,31.36,1.3152
2024-07-16,24.0,81.67,2164.3,180.3,989.1,118.6,2583.06,3509.29,1186.71,31.48,1.3586
2024-07-17,24.0,81.06,2138.0,179.6,986.7,114.5,2483.93,3320.67,1147.48,31.6,1.3369
2024-07-18,24.0,78.0,2159.9,180.0,1041.1,114.4,2515.51,3311.2,1168.49,31.72,1.3163
2024-07-19,24.0,76.49,2164.2,180.6,1058.2,111.8,2369.48,3412.72,1106.74,31.84,1.4403
2024-07-20,24.0,73.68,2235.0,180.5,1133.2,115.6,2307.47,3097.33,1083.73,31.96,1.3423
2024-07-21,24.0,73.16,2225.3,180.3,1138.5,111.4,2343.35,2939.01,1106.65,32.08,1.2542
2024-07-22,24.0,73.18,2202.6,179.6,1116.6,109.5,2238.5,2784.23,1062.97,32.2,1.2438
2024-07-23,24.0,75.7,2210.9,179.5,1102.4,118.4,2337.39,2911.89,1116.05,32.32,1.2458
2024-07-24,24.0,76.19,2175.4,180.1,1062.5,112.5,2473.33,3328.35,1187.47,32.44,1.3457
2024-07-25,24.0,75.86,2189.3,180.1,1071.5,112.8,2407.98,3106.13,1162.47,32.56,1.2899
2024-07-26,24.0,77.1,2167.5,179.9,1053.2,113.8,2407.24,3216.36,1168.52,32.68,1.3361
2024-07-27,24.0,73.79,2198.8,179.6,1115.9,110.4,2338.63,3210.85,1141.47,32.8,1.373
2024-07-28,24.0,74.14,2193.2,180.2,1111.7,112.3,2373.42,3429.92,1164.83,32.92,1.4451
2024-07-29,24.0,75.3,2172.1,180.1,1076.1,109.4,2430.16,3141.93,1199.24,33.04,1.2929
2024-07-30,24.0,73.08,2211.5,180.1,1130.2,112.8,2253.52,2745.06,1118.19,33.16,1.2181
2024-07-31,24.0,74.79,2191.0,180.3,1105.4,110.7,2308.72,3301.08,1151.88,33.29,1.4298
2024-08-01,24.0,75.3,2190.5,179.9,1097.2,112.1,2400.01,2919.87,1204.01,33.41,1.2166
2024-08-02,24.0,74.68,2183.8,179.8,1102.5,113.4,2379.76,2890.36,1200.42,33.53,1.2146
2024-08-03,24.0,75.63,2156.7,180.6,1069.6,112.6,2313.68,3311.66,1173.5,33.65,1.4313
2024-08-04,24.0,79.03,2167.6,179.6,1027.2,115.1,2433.67,3368.91,1241.13,33.77,1.3843
2024-08-05,24.0,79.31,2134.7,179.8,1008.4,114.0,2479.64,3344.94,1271.52,33.9,1.349
2024-08-06,24.0,79.68,2140.0,180.6,996.7,118.9,2500.15,3283.41,1289.07,34.02,1.3133
2024-08-07,24.0,78.99,2148.5,179.7,1031.8,116.1,2477.95,3221.59,1284.64,34.14,1.3001
2024-08-08,24.0,77.72,2153.4,180.0,1051.0,112.8,2367.3,3012.64,1234.0,34.27,1.2726
2024-08-09,24.0,78.96,2150.7,179.8,1026.5,115.5,2472.58,3207.0,1295.94,34.39,1.297
2024-08-10,0.0,77.68,2162.2,179.1,1038.3,58.3,0.0,0.0,0.0,0.0,0.0
2024-08-11,0.0,77.78,2140.8,179.9,1036.1,62.6,0.0,0.0,0.0,0.0,0.0
2024-08-12,0.0,77.07,2173.2,179.5,1066.4,60.3,0.0,0.0,0.0,0.0,0.0
2024-08-13,0.0,77.79,2137.9,180.1,1017.0,58.5,0.0,0.0,0.0,0.0,0.0
2024-08-14,0.0,78.29,2141.9,180.6,1041.0,61.0,0.0,0.0,0.0,0.0,0.0
2024-08-15,0.0,79.84,2117.5,178.9,973.0,59.6,0.0,0.0,0.0,0.0,0.0
2024-08-16,0.0,79.08,2118.2,179.8,1008.6,58.1,0.0,0.0,0.0,0.0,0.0
2024-08-17,24.0,78.67,2146.1,180.2,1035.0,115.6,2369.04,3176.33,1297.08,35.38,1.3408
2024-08-18,24.0,77.21,2187.9,178.9,1060.7,114.6,2385.05,3043.24,1312.98,35.5,1.276
2024-08-19,24.0,76.54,2139.9,180.7,1046.5,115.3,2397.68,3125.11,1327.13,35.63,1.3034
2024-08-20,24.0,77.1,2157.9,180.2,1055.3,114.1,2417.51,3256.52,1345.41,35.75,1.3471
2024-08-21,24.0,78.24,2124.6,180.5,1034.9,114.9,2451.48,3267.57,1371.76,35.88,1.3329
2024-08-22,24.0,76.86,2139.3,179.7,1040.3,114.0,2418.1,3275.83,1360.45,36.0,1.3547
2024-08-23,24.0,80.0,2139.6,179.8,990.7,118.4,2453.06,3290.62,1387.64,36.13,1.3414
2024-08-24,24.0,82.03,2079.7,179.9,938.1,117.0,2561.17,3342.42,1456.69,36.26,1.305
2024-08-25,24.0,84.59,2054.2,181.1,880.2,119.9,2710.74,3492.66,1550.16,36.38,1.2885
2024-08-26,24.0,85.37,2065.6,180.7,899.0,120.7,2610.26,3351.41,1500.82,36.51,1.2839
2024-08-27,24.0,87.14,2061.6,180.1,858.8,121.5,2761.67,3485.38,1596.51,36.63,1.2621
2024-08-28,24.0,87.68,2053.2,180.1,851.0,120.9,2749.25,3443.03,1597.97,36.76,1.2524
2024-08-29,24.0,87.51,2051.9,180.3,863.9,121.4,2680.18,3875.2,1566.29,36.88,1.4459
2024-08-30,24.0,88.0,2042.0,181.2,840.3,121.5,2697.54,3596.45,1584.99,37.01,1.3332
2024-08-31,24.0,87.39,2057.1,180.2,866.2,124.1,2692.88,3536.82,1590.85,37.14,1.3134
2024-09-01,24.0,85.21,2017.9,180.0,861.2,119.0,2660.41,3442.9,1580.19,37.26,1.2941
2024-09-02,24.0,86.43,2039.5,179.8,873.9,119.1,2674.19,3619.82,1596.99,37.39,1.3536
2024-09-03,24.0,84.18,2066.3,180.1,910.1,118.9,2557.11,3586.43,1535.35,37.52,1.4025
2024-09-04,24.0,83.78,2080.4,179.7,917.6,118.5,2460.28,3369.34,1485.22,37.64,1.3695
2024-09-05,24.0,83.12,2096.3,180.2,936.0,118.5,2579.2,3562.31,1565.43,37.77,1.3812
2024-09-06,24.0,84.08,2051.9,179.3,888.8,118.2,2472.99,3178.49,1509.1,37.9,1.2853
2024-09-07,24.0,86.43,2067.2,179.9,877.1,120.7,2569.94,3398.86,1576.74,38.02,1.3225
2024-09-08,24.0,88.24,2023.0,180.4,831.5,122.0,2673.55,3445.03,1649.18,38.15,1.2886
2024-09-09,24.0,89.25,2018.6,180.2,805.0,123.8,2657.71,3545.6,1648.27,38.28,1.3341
2024-09-10,24.0,88.3,2035.8,179.8,830.7,121.9,2709.99,3820.74,1689.77,38.41,1.4099
2024-09-11,24.0,88.03,2025.1,179.9,835.4,121.8,2666.45,3614.56,1671.6,38.53,1.3556
2024-09-12,24.0,87.53,2047.7,180.5,846.7,122.0,2707.03,3877.13,1706.2,38.66,1.4322
2024-09-13,24.0,86.83,2029.5,179.4,830.6,122.1,2556.6,3341.24,1620.07,38.79,1.3069
2024-09-14,24.0,86.22,2033.5,179.4,875.4,118.9,2586.4,3290.41,1647.79,38.92,1.2722
2024-09-15,24.0,85.58,2059.1,179.5,882.9,118.0,2599.68,3528.81,1665.17,39.04,1.3574
2024-09-16,24.0,84.87,2036.5,180.0,861.5,122.0,2578.03,3437.34,1660.19,39.17,1.3333
2024-09-17,24.0,86.3,2039.2,179.3,887.4,121.5,2653.41,3573.09,1717.93,39.3,1.3466
2024-09-18,24.0,84.71,2022.1,180.5,892.5,119.0,2520.06,3372.28,1640.38,39.43,1.3382
2024-09-19,24.0,83.62,2082.0,179.5,917.8,118.6,2508.15,3234.32,1641.39,39.56,1.2895
2024-09-20,24.0,81.24,2090.7,180.1,949.9,116.3,2482.92,3311.55,1633.62,39.68,1.3337
2024-09-21,24.0,83.37,2095.8,179.7,935.0,118.7,2409.33,3336.07,1593.71,39.81,1.3846
2024-09-22,24.0,82.17,2083.0,180.0,943.9,116.1,2501.2,3483.12,1663.36,39.94,1.3926
2024-09-23,24.0,83.16,2037.0,179.2,913.0,119.5,2548.38,3294.93,1703.83,40.07,1.293
2024-09-24,24.0,83.88,2057.2,180.5,898.4,119.0,2462.02,3296.55,1654.9,40.2,1.339
2024-09-25,24.0,85.86,2016.5,179.5,873.3,120.4,2570.79,3663.91,1737.28,40.33,1.4252
2024-09-26,24.0,85.54,2055.4,179.5,878.5,118.5,2652.46,3429.23,1802.07,40.45,1.2928
2024-09-27,24.0,84.12,2025.4,181.2,896.4,119.7,2564.14,3290.57,1751.38,40.58,1.2833
2024-09-28,24.0,81.79,2042.3,180.3,920.8,115.9,2480.54,3417.16,1703.34,40.71,1.3776
2024-09-29,24.0,77.61,2067.7,180.5,1024.4,113.3,2377.34,3242.02,1641.2,40.84,1.3637
2024-09-30,24.0,77.85,2081.5,180.2,1008.2,114.6,2420.89,3065.47,1680.19,40.97,1.2663
2024-10-01,24.0,79.01,2068.1,179.8,1007.6,119.1,2370.42,2915.96,1653.95,41.1,1.2301
2024-10-02,24.0,79.72,2052.8,179.3,970.1,116.1,2369.38,3170.37,1662.04,41.23,1.3381
2024-10-03,24.0,77.43,2118.8,179.9,1019.5,110.3,2364.08,3051.52,1667.17,41.36,1.2908
2024-10-04,24.0,78.99,2083.4,179.5,994.6,114.3,2354.13,2848.78,1669.0,41.49,1.2101
2024-10-05,24.0,77.94,2088.9,179.5,1012.6,115.6,2286.54,2916.58,1629.71,41.61,1.2755
2024-10-06,24.0,76.58,2116.4,179.2,1039.7,111.9,2262.59,3073.36,1621.22,41.74,1.3583
2024-10-07,24.0,75.5,2104.0,180.1,1051.3,114.1,2267.29,2969.4,1633.23,41.87,1.3097
2024-10-08,24.0,75.61,2086.9,180.8,1042.5,113.2,2234.63,3183.49,1618.26,42.0,1.4246
2024-10-09,24.0,73.39,2089.3,180.3,1057.2,112.9,2170.35,2567.55,1580.06,42.13,1.183
2024-10-10,24.0,73.33,2102.1,179.9,1063.8,110.5,2138.47,3011.28,1565.11,42.26,1.4081
2024-10-11,24.0,73.98,2130.5,180.0,1071.9,110.8,2263.98,2931.22,1665.76,42.39,1.2947
2024-10-12,24.0,75.64,2074.8,178.5,1029.8,113.8,2232.97,2880.23,1651.66,42.52,1.2899
2024-10-13,24.0,75.9,2095.7,179.8,1033.0,113.1,2222.33,2706.64,1652.5,42.65,1.2179
2024-10-14,24.0,73.89,2120.9,179.3,1066.4,111.6,2166.43,2922.24,1619.46,42.78,1.3489
2024-10-15,24.0,74.11,2106.8,180.1,1073.6,114.2,2233.15,2677.24,1678.16,42.91,1.1989
2024-10-16,24.0,72.52,2120.2,179.9,1097.9,111.7,2173.62,2982.64,1642.07,43.03,1.3722
2024-10-17,24.0,70.85,2136.3,179.6,1129.0,106.6,2076.54,2527.57,1577.02,43.16,1.2172
2024-10-18,24.0,68.8,2147.5,180.1,1159.9,109.4,2036.77,2498.5,1554.98,43.29,1.2267
2024-10-19,24.0,65.94,2187.8,180.1,1222.3,107.2,1959.87,2419.02,1504.17,43.42,1.2343
2024-10-20,24.0,65.09,2153.8,180.8,1210.8,107.3,1895.31,2403.8,1462.29,43.55,1.2683
2024-10-21,24.0,66.78,2158.4,180.3,1206.8,105.3,1910.08,2630.11,1481.45,43.68,1.377
2024-10-22,24.0,70.16,2099.3,180.1,1110.3,109.6,2090.39,2967.02,1629.84,43.81,1.4194
2024-10-23,24.0,69.3,2101.3,179.5,1132.5,108.7,2015.56,2578.8,1579.76,43.94,1.2794
2024-10-24,24.0,70.93,2117.1,179.5,1132.6,108.2,2106.8,2771.42,1659.96,44.07,1.3155
2024-10-25,24.0,70.34,2130.1,180.3,1127.9,110.7,2082.61,2810.9,1649.52,44.2,1.3497
2024-10-26,24.0,67.86,2165.2,179.9,1195.2,107.1,1997.1,2581.78,1590.11,44.33,1.2928
2024-10-27,24.0,68.92,2167.5,180.1,1177.4,110.0,2006.9,2696.96,1606.29,44.46,1.3438
2024-10-28,24.0,69.27,2147.1,180.5,1158.7,107.4,2007.09,2640.72,1614.87,44.59,1.3157
2024-10-29,24.0,72.0,2115.3,179.2,1104.3,108.2,2063.13,2686.13,1668.66,44.71,1.302
2024-10-30,24.0,69.69,2124.2,180.7,1136.3,108.4,2016.96,2469.43,1639.86,44.84,1.2243
2024-10-31,24.0,73.89,2064.2,180.5,1047.8,112.1,2187.86,2916.28,1788.11,44.97,1.3329
2024-11-01,24.0,76.27,2064.8,179.0,1009.4,112.6,2293.77,3180.16,1884.47,45.1,1.3864
2024-11-02,24.0,76.25,2085.5,181.2,1025.8,108.8,2284.58,2900.99,1886.73,45.23,1.2698
2024-11-03,24.0,75.8,2082.1,180.2,1024.1,113.6,2220.36,2645.41,1843.27,45.36,1.1914
2024-11-04,24.0,74.73,2056.9,179.8,1042.2,112.9,2241.79,2920.02,1870.76,45.49,1.3025
2024-11-05,24.0,74.89,2083.0,180.3,1026.0,113.5,2170.47,3084.77,1820.68,45.62,1.4212
2024-11-06,24.0,74.61,2082.8,179.5,1051.6,111.7,2117.92,2968.44,1785.86,45.75,1.4016
2024-11-07,24.0,75.39,2072.9,180.3,1034.5,112.1,2279.14,2926.26,1931.81,45.88,1.2839
2024-11-08,24.0,74.94,2069.7,179.6,1038.1,114.6,2203.43,2980.64,1877.35,46.0,1.3527
2024-11-09,24.0,77.07,2062.1,181.0,1012.9,111.6,2171.35,2961.42,1859.63,46.13,1.3639
2024-11-10,24.0,77.25,2060.0,180.0,996.2,113.7,2313.79,3290.39,1991.91,46.26,1.4221
2024-11-11,24.0,76.87,2041.9,180.3,998.1,114.0,2197.64,2685.99,1901.73,46.39,1.2222
2024-11-12,24.0,78.41,2045.0,179.6,958.9,115.8,2249.67,2820.85,1956.85,46.52,1.2539
2024-11-13,24.0,75.97,2053.7,180.4,1009.4,113.4,2246.24,2675.0,1963.99,46.65,1.1909
2024-11-14,24.0,76.48,2029.1,180.0,1003.1,112.2,2274.63,2913.98,1999.11,46.78,1.2811
2024-11-15,24.0,76.52,2041.6,179.3,986.7,115.3,2169.31,3027.65,1916.41,46.91,1.3957
2024-11-16,24.0,74.41,2042.5,179.9,1030.9,112.1,2214.0,2851.28,1966.0,47.03,1.2878
2024-11-17,24.0,71.84,2100.1,181.0,1087.5,107.8,2111.26,2604.5,1884.44,47.16,1.2336
2024-11-18,24.0,73.36,2077.5,180.4,1060.4,111.7,2083.16,2785.0,1868.96,47.29,1.3369
2024-11-19,24.0,74.8,2054.2,179.8,1023.6,113.1,2146.38,2877.51,1935.6,47.42,1.3406
2024-11-20,24.0,75.06,2077.7,179.1,1025.5,115.5,2228.33,2795.81,2019.86,47.55,1.2547
2024-11-21,24.0,77.64,2035.8,179.6,986.0,115.0,2165.33,2797.51,1972.86,47.67,1.292
2024-11-22,24.0,78.3,2006.9,179.3,958.9,112.6,2314.59,3096.87,2119.69,47.8,1.338
2024-11-23,24.0,80.17,2005.8,179.1,939.8,114.0,2343.48,3228.45,2157.18,47.93,1.3776
2024-11-24,24.0,80.8,2030.7,180.4,944.8,118.4,2344.36,3007.59,2169.06,48.06,1.2829
2024-11-25,24.0,80.39,1998.4,180.0,939.7,115.1,2313.07,2951.49,2151.09,48.19,1.276
2024-11-26,24.0,78.8,2024.2,180.9,962.1,112.8,2348.73,3413.61,2195.45,48.31,1.4534
2024-11-27,0.0,77.9,2037.5,179.5,992.1,61.5,0.0,0.0,0.0,0.0,0.0
2024-11-28,24.0,77.51,2037.2,180.0,974.7,113.5,2191.77,2941.18,2069.76,48.57,1.3419
2024-11-29,24.0,79.56,2047.7,179.3,970.7,117.1,2303.68,3150.15,2186.56,48.7,1.3674
2024-11-30,24.0,80.71,1983.0,179.7,920.6,115.1,2393.52,2898.94,2283.43,48.82,1.2112
2024-12-01,24.0,81.21,1979.4,179.9,910.1,119.1,2282.87,3034.17,2188.99,48.95,1.3291
2024-12-02,24.0,82.51,1966.7,179.8,889.3,119.1,2366.14,2891.04,2280.41,49.08,1.2218
2024-12-03,24.0,83.3,1972.3,180.0,867.4,117.2,2423.08,3203.89,2347.17,49.2,1.3222
2024-12-04,24.0,83.7,1989.0,180.5,867.2,116.1,2288.52,3251.59,2228.11,49.33,1.4208
2024-12-05,24.0,81.45,1974.0,180.4,919.2,120.5,2357.19,2980.31,2306.64,49.46,1.2643
2024-12-06,24.0,83.16,1991.4,179.6,885.7,117.9,2313.99,2819.63,2275.87,49.58,1.2185
2024-12-07,24.0,82.47,1979.7,180.0,889.4,116.6,2353.09,3425.89,2326.06,49.71,1.4559
2024-12-08,24.0,84.1,1948.4,180.4,845.0,121.0,2443.25,3070.0,2427.44,49.84,1.2565
2024-12-09,24.0,85.88,1923.5,180.5,807.4,121.5,2320.6,2866.08,2317.27,49.96,1.2351
2024-12-10,24.0,84.87,1933.8,179.7,838.7,121.2,2444.5,3525.67,2453.34,50.09,1.4423
2024-12-11,24.0,86.3,1934.3,180.4,818.0,120.3,2544.82,3193.82,2566.93,50.22,1.255
2024-12-12,24.0,85.76,1945.0,180.2,833.0,122.9,2401.91,3465.89,2435.02,50.34,1.443
2024-12-13,24.0,85.22,1971.0,179.5,852.0,117.7,2438.62,3290.45,2484.72,50.47,1.3493
2024-12-14,24.0,85.61,1958.6,180.4,865.7,119.1,2484.44,3522.1,2544.17,50.59,1.4177
2024-12-15,24.0,86.04,1929.6,180.1,819.4,120.8,2352.46,3168.83,2421.15,50.72,1.347
2024-12-16,24.0,86.1,1946.8,179.1,845.2,122.0,2466.42,3465.62,2551.2,50.84,1.4051
2024-12-17,24.0,84.09,1980.4,179.9,886.5,119.9,2419.79,3071.07,2515.56,50.97,1.2691
2024-12-18,24.0,83.91,1984.1,180.0,881.7,118.6,2394.4,3086.66,2501.67,51.1,1.2891
2024-12-19,24.0,87.33,1922.9,179.7,801.0,120.4,2462.78,2940.33,2586.02,51.22,1.1939
2024-12-20,24.0,83.15,1974.4,180.6,866.2,120.0,2292.26,3198.74,2419.03,51.35,1.3955
2024-12-21,24.0,40.0,2325.0,180.6,1709.8,89.1,1155.6,1534.66,1225.62,51.47,1.328
2024-12-22,24.0,41.59,2267.8,179.8,1649.3,87.8,1168.73,1449.0,1245.74,51.59,1.2398
2024-12-23,24.0,40.65,2289.2,179.8,1686.3,87.1,1120.13,1332.61,1199.9,51.72,1.1897
2024-12-24,24.0,40.02,2334.1,179.9,1701.8,87.2,1115.12,1470.02,1200.51,51.84,1.3183
2024-12-25,24.0,38.09,2310.7,179.9,1721.5,85.7,1075.09,1517.08,1163.19,51.97,1.4111
2024-12-26,24.0,38.24,2269.0,179.7,1681.1,88.3,1037.14,1344.65,1127.72,52.09,1.2965
2024-12-27,24.0,35.8,2329.7,178.1,1767.3,85.7,1001.73,1259.65,1094.63,52.22,1.2575
2024-12-28,24.0,36.63,2340.7,180.9,1775.8,86.5,1015.16,1257.22,1114.83,52.34,1.2384
2024-12-29,24.0,39.63,2298.8,180.0,1684.6,88.0,1136.51,1573.39,1254.29,52.46,1.3844
2024-12-30,24.0,40.71,2299.8,179.9,1667.4,88.9,1093.42,1369.05,1212.72,52.59,1.2521
2024-12-31,24.0,40.01,2307.7,180.2,1700.2,85.6,1136.49,1452.45,1266.74,52.71,1.278
2025-01-01,24.0,40.8,2280.9,180.0,1665.1,89.7,1168.9,1604.29,1309.31,52.83,1.3725
2025-01-02,24.0,43.23,2258.0,179.8,1610.8,89.4,1159.16,1562.7,1304.83,52.96,1.3481
2025-01-03,24.0,45.58,2248.2,179.5,1558.4,91.9,1224.4,1574.0,1385.08,53.08,1.2855
2025-01-04,24.0,44.08,2259.6,179.1,1608.5,90.1,1268.92,1599.65,1442.52,53.2,1.2606
2025-01-05,12.0,44.84,2250.5,179.3,1577.9,75.9,611.42,857.82,698.49,53.32,1.403
2025-01-06,24.0,44.61,2252.0,179.4,1606.1,92.1,1314.5,1622.06,1509.1,53.45,1.234
2025-01-07,24.0,45.82,2228.6,180.3,1549.5,90.6,1224.46,1585.93,1412.65,53.57,1.2952
2025-01-08,24.0,46.39,2245.5,180.4,1527.6,92.9,1289.68,1559.26,1495.2,53.69,1.209
2025-01-09,24.0,42.84,2270.6,179.6,1598.4,89.3,1185.32,1639.33,1380.96,53.81,1.383
2025-01-10,24.0,42.32,2244.7,178.7,1617.7,91.6,1165.61,1487.94,1364.66,53.93,1.2765
2025-01-11,24.0,42.61,2255.5,180.0,1627.7,88.2,1188.7,1498.87,1398.5,54.05,1.2609
2025-01-12,24.0,40.46,2278.9,179.8,1656.3,86.8,1129.07,1521.83,1334.85,54.18,1.3479
